complaint_id,date_id,customer_id,part_id,defect_id,complaint_qty,cost_impact,status
800580,20251114,2,1020,5,31,13206,Closed
800581,20250621,5,1011,4,11,5335,Closed
800582,20250217,2,1010,5,66,14850,Under Investigation
800583,20250501,1,1002,5,31,8525,Closed
800584,20251211,3,1003,1,11,2222,Open
800585,20250608,1,1023,1,31,14880,Open
800586,20250426,1,1023,5,31,14880,Closed
800587,20250412,1,1012,5,11,3597,Closed
800588,20250317,1,1020,5,66,28116,Open
800589,20250113,1,1005,5,66,27522,Open
800590,20250124,1,1005,2,11,4587,Open
800591,20250506,3,1006,3,66,20592,Open
800592,20250901,1,1030,3,11,3751,Closed
800593,20251109,1,1009,2,11,4807,Under Investigation
800594,20250207,4,1002,7,11,3025,Under Investigation
800595,20250822,2,1021,1,66,30228,Under Investigation
800596,20250801,3,1012,1,31,10137,Open
800597,20251119,1,1003,1,11,2222,Open
800598,20251022,1,1020,2,31,13206,Under Investigation
800599,20250410,1,1026,6,31,13733,Closed
