grn_id,date_id,supplier_id,material_id,quantity_received,quantity_rejected,rejection_cost,ppm
900580,20250209,2,104,10248,59,2769.17,5779
900581,20250129,1,104,4646,11,1102.15,2573
900582,20250126,6,102,9291,54,6321.23,5879
900583,20250119,5,104,8152,93,4760.34,11480
900584,20250104,4,101,7537,139,6496.85,18561
900585,20250106,1,102,7668,39,4496.79,5190
900586,20250201,5,101,3439,41,4418.39,11945
900587,20250302,1,101,7942,22,1791.24,2841
900588,20250320,3,101,11348,103,10282.23,9090
900589,20250110,1,101,7842,36,1597.16,4646
900590,20250228,6,102,6921,48,3401.8,7054
900591,20250223,1,101,6949,28,2549.3,4046
900592,20250322,1,101,4163,17,1888.67,4163
900593,20250315,6,104,3197,19,2179.57,5958
900594,20250125,4,102,5162,74,8056.02,14337
900595,20250331,1,102,9895,34,2846.09,3496
900596,20250219,6,103,5830,39,4537.89,6858
900597,20250305,5,102,4195,21,1826.77,5136
900598,20250221,3,102,3225,33,1889.56,10295
900599,20250201,3,103,3990,49,3945.91,12520
900600,20250119,1,102,11209,57,4174.37,5142
900601,20250325,4,102,9590,89,8120.63,9350
900602,20250330,4,102,11808,213,11121.67,18093
900603,20250101,5,102,4369,32,1482.3,7538
900604,20250114,1,103,6329,37,3871.86,5990
900605,20250224,3,102,11788,133,9477.38,11353
900606,20250129,4,102,4083,53,5082.39,13081
900607,20250123,1,103,6909,15,893.38,2237
900608,20250331,4,104,10118,100,7626.97,9900
900609,20250308,6,101,3901,21,1959.01,5533
900610,20250301,4,104,5877,58,2378.77,9956
900611,20250107,3,103,5248,32,1699.41,6185
900612,20250313,2,101,8680,71,5777.83,8284
900613,20250201,5,103,7247,46,3208.48,6367
900614,20250116,5,103,7403,81,8983.97,11004
900615,20250228,3,102,3480,39,4078.18,11488
900616,20250118,4,101,7456,123,5548.5,16582
900617,20250301,1,102,4262,17,1299.07,4032
900618,20250327,4,101,8900,79,6317.54,8908
900619,20250309,3,103,5734,68,3575.77,12024
900620,20250313,5,103,4685,45,4226.83,9701
900621,20250318,4,104,4889,57,5657.96,11742
900622,20250210,5,101,3042,16,1739.12,5360
900623,20250226,1,102,3201,9,393.11,3001
900624,20250320,5,104,8963,72,8180.5,8137
900625,20250306,5,104,5932,31,2611.1,5289
900626,20250224,2,104,9870,57,3747.42,5839
900627,20250312,2,102,9819,65,4010.54,6620
900628,20250227,6,104,4276,32,2234.39,7682
900629,20250121,2,102,11225,49,2663.03,4431
900630,20250302,5,104,11450,61,7095.91,5376
900631,20250227,3,102,4129,56,6119.82,13620
900632,20250203,5,103,8090,62,2908.47,7681
900633,20250201,3,103,10483,64,4448.87,6130
900634,20250323,3,103,7777,85,8429.12,10979
900635,20250205,2,103,6974,54,3750.94,7800
900636,20250308,4,103,11083,124,12226.04,11201
900637,20250304,1,104,11954,61,6324.35,5114
900638,20250322,2,104,5466,22,2521.02,4052
900639,20250131,2,104,3391,20,1666.47,5908
900640,20250205,4,102,3157,42,1684.91,13488
900641,20250226,1,102,9164,50,4952.33,5477
900642,20250110,5,102,8038,47,2651.53,5851
900643,20250206,6,102,6902,44,3491.94,6439
900644,20250131,6,103,3981,16,1550.92,4166
900645,20250204,5,103,4524,24,2728.85,5359
900646,20250212,2,103,11515,85,8165.76,7383
900647,20250210,1,101,9102,35,4128.75,3877
900648,20250311,2,104,4391,38,1810.55,8757
900649,20250111,3,102,5187,64,2943.13,12461
900650,20250118,2,102,4020,30,2789.87,7563
900651,20250120,2,103,5141,30,1900.02,5939
900652,20250130,5,102,8161,94,6715.0,11560
900653,20250219,5,102,8345,63,4801.9,7605
900654,20250330,5,104,6827,38,4388.41,5611
900655,20250120,6,103,5230,40,1948.71,7789
900656,20250128,3,104,4731,41,3114.58,8693
900657,20250109,5,101,8145,67,3327.15,8330
900658,20250223,1,101,8870,52,5284.6,5951
900659,20250222,6,101,10404,57,4392.86,5525
900660,20250212,4,103,4964,47,2472.63,9481
900661,20250311,1,102,7984,42,4047.81,5384
900662,20250301,1,103,3660,10,1068.74,2880
900663,20250223,5,103,8370,52,2459.45,6215
900664,20250108,4,102,7066,97,6954.86,13828
900665,20250127,4,104,3802,72,4601.32,19094
900666,20250223,6,101,5848,19,2207.19,3254
900667,20250219,4,104,10408,178,17772.64,17108
900668,20250316,3,101,7093,53,4079.06,7551
900669,20250331,5,103,5290,31,1269.65,5994
900670,20250103,4,101,6641,67,3741.99,10141
900671,20250315,6,103,9563,57,5409.46,6049
900672,20250218,3,104,4376,44,4989.35,10240
900673,20250303,2,103,4228,17,2036.14,4178
900674,20250101,2,104,6239,47,4922.96,7632
900675,20250215,3,102,4506,51,2539.91,11432
900676,20250208,6,102,10552,36,1923.81,3414
900677,20250219,3,102,10096,125,9961.26,12471
900678,20250223,5,103,9270,98,7265.05,10596
900679,20250310,5,102,8799,59,6647.2,6758
900680,20250311,2,101,7505,47,3557.0,6292
900681,20250319,4,104,5435,46,4099.91,8567
900682,20250129,6,104,7026,38,3036.63,5417
900683,20250304,2,101,10848,48,2256.85,4499
900684,20250129,4,103,9275,95,6986.18,10248
900685,20250204,4,103,11614,140,12664.45,12082
900686,20250225,5,104,11907,137,5694.05,11511
900687,20250304,1,102,9266,48,4659.34,5202
900688,20250104,1,103,10859,45,4613.17,4230
900689,20250219,3,103,8636,122,8018.86,14231
900690,20250213,5,101,7430,48,2020.08,6473
900691,20250327,4,101,6588,55,6141.37,8480
900692,20250328,6,102,7602,26,2722.0,3479
900693,20250221,1,103,10728,44,3018.16,4168
900694,20250122,4,103,6813,72,3456.77,10615
900695,20250301,1,101,6951,21,1736.6,3091
900696,20250117,1,103,3916,20,2394.23,5129
900697,20250321,1,104,6594,28,3016.17,4358
900698,20250310,6,101,9363,55,6314.91,5906
900699,20250104,5,102,5846,37,2180.19,6442
900700,20250220,6,101,8210,48,5429.68,5939
900701,20250317,2,103,3462,23,2663.51,6880
900702,20250314,4,102,5328,91,10544.12,17225
900703,20250326,5,101,11064,104,6731.32,9441
900704,20250104,5,104,11035,58,2738.79,5310
900705,20250111,5,104,6811,67,3852.82,9928
900706,20250324,5,101,11625,103,4125.63,8915
900707,20250224,6,104,6300,25,1681.52,4068
900708,20250118,5,104,5907,68,7312.91,11573
900709,20250301,3,104,8301,57,2379.92,6975
900710,20250124,4,102,5320,52,5601.36,9817
900711,20250107,5,104,8978,50,3494.36,5594
900712,20250203,4,104,9481,166,7981.71,17601
900713,20250218,3,104,7944,89,4531.54,11285
900714,20250211,3,102,5580,73,7544.36,13157
900715,20250128,4,101,10982,204,13338.06,18636
900716,20250228,1,103,8846,25,2331.06,2914
900717,20250211,2,104,5872,41,2646.38,7099
900718,20250213,1,101,7825,19,1030.12,2521
900719,20250218,1,104,3029,17,1634.73,5886
900720,20250205,6,102,9415,72,3066.52,7648
900721,20250223,1,101,8213,47,4921.11,5772
900722,20250202,5,102,6619,67,5711.35,10239
900723,20250111,6,104,11129,46,3058.7,4152
900724,20250302,6,104,4274,21,1422.64,4949
900725,20250103,3,102,8234,72,6544.44,8750
900726,20250311,1,103,4453,23,2224.5,5365
900727,20250107,3,102,8500,113,4623.02,13317
900728,20250214,4,104,6435,77,7349.96,12088
900729,20250129,2,102,8742,53,5456.96,6102
900730,20250325,6,103,3020,10,708.75,3394
900731,20250109,4,102,9875,105,11630.24,10725
900732,20250325,4,103,11078,157,10691.46,14204
900733,20250106,5,103,9149,53,5634.14,5830
900734,20250104,2,102,6695,35,2663.6,5332
900735,20250201,4,102,3547,45,1872.28,12831
900736,20250126,4,101,7278,70,3215.52,9715
900737,20250103,2,104,5787,40,2114.89,7075
900738,20250321,2,103,4228,35,4037.14,8481
900739,20250120,4,101,4525,61,5338.87,13536
900740,20250131,2,102,10909,46,3427.27,4253
900741,20250117,4,104,5703,102,11340.39,17950
900742,20250302,4,101,5573,49,2356.93,8877
900743,20250327,5,103,6367,41,2982.44,6556
900744,20250115,1,101,11849,36,3342.52,3086
900745,20250314,4,103,7872,93,4433.61,11891
900746,20250128,3,102,9437,132,6901.91,14043
900747,20250301,6,104,8911,27,2003.63,3031
900748,20250331,1,104,7825,42,3904.39,5374
900749,20250202,1,104,10869,30,1432.77,2817
900750,20250217,1,102,6390,17,1547.94,2699
900751,20250122,5,103,4342,38,4085.06,8879
900752,20250319,4,102,8052,116,9010.36,14512
900753,20250319,5,104,7341,42,3836.67,5746
900754,20250115,4,102,9349,103,7177.21,11029
900755,20250121,5,102,9249,74,4064.57,8026
900756,20250209,5,102,3731,26,1954.66,7156
900757,20250114,6,103,7315,35,3743.82,4853
900758,20250316,3,101,4009,33,3305.9,8476
900759,20250104,5,101,4584,26,2429.73,5702
900760,20250209,6,102,11871,75,8824.23,6391
900761,20250315,2,101,6727,57,2558.09,8535
900762,20250328,3,101,9342,136,9994.72,14561
900763,20250218,5,102,11773,125,13668.94,10628
900764,20250220,1,102,10779,46,5084.49,4345
900765,20250126,2,104,10803,69,3195.83,6448
900766,20250110,2,101,3568,28,2399.53,8113
900767,20250317,6,103,11467,88,8289.85,7681
900768,20250330,2,102,5415,26,3014.45,4985
900769,20250322,3,104,10357,91,10549.17,8832
900770,20250201,5,103,5738,38,3977.72,6735
900771,20250114,5,101,5067,27,1994.49,5349
900772,20250331,1,104,10133,28,3353.88,2827
900773,20250208,6,102,5422,42,2546.5,7874
900774,20250329,1,103,4097,9,639.43,2356
900775,20250318,2,102,9510,81,5353.3,8522
900776,20250116,1,101,7525,31,2376.23,4128
900777,20250314,3,103,3202,46,4716.6,14561
900778,20250106,5,101,4843,40,2078.86,8395
900779,20250214,2,101,4641,22,1870.32,4865
900780,20250310,1,104,4654,24,1509.3,5218
900781,20250224,6,102,11775,68,7495.74,5816
900782,20250326,3,103,7327,89,8222.09,12275
900783,20250217,3,101,10750,71,3818.09,6613
900784,20250109,1,101,9602,24,2147.03,2589
900785,20250306,5,103,9581,50,3583.17,5317
900786,20250324,1,101,8431,40,2360.25,4828
900787,20250213,2,104,10785,66,7376.33,6200
900788,20250102,1,104,3331,11,1159.3,3383
900789,20250223,3,104,7965,88,5493.64,11094
900790,20250304,1,104,11054,60,5741.68,5515
900791,20250114,5,101,4609,31,1573.28,6867
900792,20250225,6,103,10259,57,3508.56,5628
900793,20250216,4,103,9828,176,16129.41,17911
900794,20250323,1,103,6079,23,1308.96,3809
900795,20250228,5,103,9671,107,8426.98,11069
900796,20250120,5,102,11462,92,9722.69,8063
900797,20250225,6,103,11442,49,2217.22,4302
900798,20250123,3,102,11303,142,7220.98,12609
900799,20250308,5,102,11589,111,4697.06,9658
900800,20250325,5,104,6158,72,4036.19,11823
900801,20250204,5,102,3944,27,1151.43,7043
900802,20250320,5,101,3828,30,2891.12,7952
900803,20250310,2,102,7488,52,5505.79,7017
900804,20250303,2,104,11275,81,7357.46,7251
900805,20250301,3,102,5029,32,1899.36,6500
900806,20250225,1,101,11008,48,3633.04,4433
900807,20250317,5,101,10775,105,8831.2,9807
900808,20250204,6,101,8640,37,3959.46,4339
900809,20250211,1,104,7237,36,3832.91,5067
900810,20250201,6,104,4480,23,970.51,5335
900811,20250112,1,103,3813,10,1083.06,2667
900812,20250205,3,104,6511,62,5691.0,9626
900813,20250227,5,101,6387,46,4237.84,7204
900814,20250201,5,101,11409,58,6331.88,5164
900815,20250301,4,104,3145,49,5533.14,15767
900816,20250314,6,102,5837,46,4787.18,7924
900817,20250320,1,104,6666,20,1773.35,3033
900818,20250327,1,104,8004,39,4577.12,4919
900819,20250218,2,101,7511,56,6251.76,7471
900820,20250213,4,103,8713,135,8121.59,15520
900821,20250104,2,101,10646,68,6403.95,6475
900822,20250305,2,103,9506,83,3999.35,8788
900823,20250211,2,101,11380,80,6793.33,7065
900824,20250124,6,104,7631,41,3884.88,5445
900825,20250304,6,101,10892,38,2542.3,3522
900826,20250128,3,101,7529,85,9258.14,11327
900827,20250215,3,101,7278,79,4350.44,10895
900828,20250203,2,104,11475,68,7614.3,5968
900829,20250213,4,104,9620,181,11867.6,18822
900830,20250205,1,104,5292,26,1092.95,4954
900831,20250318,6,104,11148,60,3645.25,5421
900832,20250331,4,103,9857,144,10232.93,14628
900833,20250205,5,103,3578,34,3285.95,9776
900834,20250313,6,102,6111,35,3434.34,5811
900835,20250102,6,104,6643,49,4462.19,7379
900836,20250308,3,103,10794,128,10314.9,11873
900837,20250125,1,101,5785,31,2870.88,5443
900838,20250111,1,104,5967,19,908.36,3203
900839,20250131,5,102,5096,56,3398.76,11069
900840,20250222,5,102,5999,63,7053.94,10568
900841,20250304,6,102,4463,21,1436.88,4820
900842,20250313,2,101,8031,59,6079.79,7444
900843,20250131,3,103,8428,101,6145.32,12089
900844,20250330,3,101,7817,106,11458.29,13598
900845,20250302,6,104,10709,36,3935.21,3439
900846,20250324,4,102,4166,65,7225.02,15736
900847,20250304,2,101,11199,55,6016.99,4981
900848,20250227,6,101,9253,67,4279.19,7340
900849,20250103,2,103,3885,20,1019.78,5235
900850,20250112,2,103,6281,42,3054.88,6807
900851,20250207,2,102,10496,54,3526.78,5173
900852,20250129,6,101,5954,21,1659.14,3662
900853,20250221,3,101,5897,65,5899.39,11134
900854,20250330,3,103,3077,41,2537.17,13406
900855,20250201,2,101,5762,50,5057.93,8720
900856,20250209,4,101,11021,104,5236.66,9442
900857,20250326,1,101,10105,46,3420.23,4594
900858,20250316,6,103,10029,69,4875.91,6910
900859,20250217,1,102,3618,15,839.3,4186
900860,20250302,4,104,9112,74,8240.68,8230
900861,20250312,6,102,11700,53,2195.96,4561
900862,20250309,2,104,3067,18,1045.82,6038
900863,20250214,3,101,8641,96,4830.19,11113
900864,20250224,1,102,9284,37,3222.47,4061
900865,20250312,5,104,5736,31,3283.13,5534
900866,20250212,5,103,7885,58,4435.5,7382
900867,20250215,4,103,11524,204,16713.6,17770
900868,20250331,2,102,10105,51,3438.35,5096
900869,20250228,1,102,11031,38,3800.35,3471
900870,20250204,2,101,5701,41,1702.73,7304
900871,20250209,1,102,6675,33,3920.08,4978
900872,20250202,4,101,6460,53,4620.3,8359
900873,20250130,4,101,5768,57,3951.66,10017
900874,20250116,5,103,3612,29,3193.58,8073
900875,20250125,2,103,7190,60,5391.05,8380
900876,20250210,6,104,3785,14,1292.0,3885
900877,20250116,5,103,3323,17,1618.06,5395
900878,20250310,2,103,9828,75,5281.52,7639
900879,20250330,5,102,11966,84,6547.94,7070
900880,20250124,6,103,5508,25,2390.38,4683
900881,20250125,3,104,3152,34,2504.77,10933
900882,20250128,3,102,4654,67,4127.08,14524
900883,20250303,3,104,5247,67,7132.3,12862
900884,20250205,3,103,4718,67,6532.59,14381
900885,20250317,1,104,4928,15,736.82,3157
900886,20250309,3,102,4741,67,3744.75,14154
900887,20250318,6,101,6272,32,3408.64,5154
900888,20250206,4,104,6304,87,8375.92,13864
900889,20250113,4,104,7839,83,3581.65,10627
900890,20250125,1,102,11132,63,3566.78,5728
900891,20250207,3,102,10875,124,7286.29,11416
900892,20250130,3,104,3208,23,2588.66,7458
900893,20250216,3,103,11095,93,10783.88,8443
900894,20250123,5,104,11383,63,6166.76,5614
900895,20250208,2,102,4659,28,2563.31,6096
900896,20250102,5,101,10483,77,4707.01,7425
900897,20250310,2,101,3820,18,1890.98,4817
900898,20250117,3,103,3646,39,2683.87,10760
900899,20250205,3,104,8123,105,10403.74,12979
900900,20250106,5,101,4556,54,5435.44,11973
900901,20250107,5,104,3751,19,2055.04,5079
900902,20250312,2,102,5793,38,2606.88,6692
900903,20250207,4,101,10171,184,11309.51,18187
900904,20250331,2,103,4522,31,3261.11,7052
900905,20250117,5,102,5996,35,2522.18,5932
900906,20250323,6,103,10479,54,5770.26,5226
900907,20250304,5,102,10835,125,9217.4,11552
900908,20250114,6,101,5732,22,1113.22,3926
900909,20250102,1,103,3960,23,2473.6,5860
900910,20250315,5,103,4699,39,4403.03,8408
900911,20250206,1,102,10908,57,4874.38,5286
900912,20250302,4,103,10178,111,9868.55,10969
900913,20250303,2,102,8875,37,4033.22,4236
900914,20250226,6,102,5140,35,3977.11,6957
900915,20250213,2,102,4850,35,2633.93,7369
900916,20250124,1,102,4037,12,1108.77,3071
900917,20250107,6,101,3202,23,2332.25,7299
900918,20250202,2,102,6669,45,3668.76,6771
900919,20250303,5,104,4560,38,3531.61,8545
900920,20250115,3,103,7072,98,6630.68,13895
900921,20250109,1,104,9305,24,2570.94,2608
900922,20250221,2,101,3894,15,1372.08,4095
900923,20250304,1,104,5571,22,2373.97,4070
900924,20250110,1,103,11123,61,3247.17,5561
900925,20250315,6,104,11055,62,3674.82,5626
900926,20250322,6,101,7557,25,2013.86,3412
900927,20250329,3,102,9203,116,12222.72,12607
900928,20250107,5,104,4291,37,2794.8,8760
900929,20250120,1,101,10341,24,2604.65,2360
900930,20250120,2,101,10324,68,3365.77,6589
900931,20250314,4,103,11148,208,8615.68,18704
900932,20250208,1,103,9609,35,1500.33,3688
900933,20250111,1,104,11996,23,2439.67,2000
900934,20250201,3,102,7990,114,9688.47,14328
900935,20250116,5,101,10474,81,5594.46,7792
900936,20250313,4,104,3889,45,4839.54,11652
900937,20250223,6,101,8439,64,6489.17,7588
900938,20250319,6,101,10751,64,6225.48,5976
900939,20250318,2,102,4868,23,2317.15,4798
900940,20250321,4,102,6633,53,3567.35,8035
900941,20250129,6,104,7783,58,4742.01,7486
900942,20250308,2,102,4741,20,2235.0,4375
900943,20250218,5,102,11067,68,7190.8,6150
900944,20250227,2,104,9704,47,2836.13,4876
900945,20250226,6,102,6209,28,1390.47,4536
900946,20250208,3,103,9437,89,6814.17,9532
900947,20250317,3,101,6122,70,3403.49,11536
900948,20250224,3,101,9790,66,7532.59,6761
900949,20250209,6,101,5018,33,2527.5,6690
900950,20250314,3,101,11260,92,10773.97,8205
900951,20250321,4,104,3071,51,5043.75,16689
900952,20250108,5,101,10091,119,10330.35,11871
900953,20250320,2,101,11328,61,5816.07,5451
900954,20250113,2,101,5845,29,1400.25,5051
900955,20250127,6,101,8273,58,6409.65,7129
900956,20250322,3,103,9859,99,6126.88,10067
900957,20250128,3,101,8617,93,7089.17,10819
900958,20250203,1,103,5185,13,949.26,2565
900959,20250326,5,104,11393,84,9025.46,7448
900960,20250111,4,102,11975,157,15221.14,13143
900961,20250121,2,101,6560,37,2100.75,5645
900962,20250131,1,102,7760,37,2502.07,4812
900963,20250123,1,102,5173,25,2300.17,4909
900964,20250312,6,104,5913,42,3502.77,7127
900965,20250110,2,102,8281,40,4034.48,4945
900966,20250121,6,103,10870,84,7194.69,7774
900967,20250101,4,102,9839,187,18668.12,19046
900968,20250222,1,102,11747,37,4077.33,3171
900969,20250227,1,102,9920,52,2133.13,5310
900970,20250330,5,101,4744,24,1691.27,5207
900971,20250318,4,101,3869,73,3250.57,18981
900972,20250302,1,103,7374,37,3805.18,5072
900973,20250207,4,103,7695,147,8826.6,19196
900974,20250105,2,101,4016,25,1408.0,6417
900975,20250130,3,103,11866,77,5289.48,6529
900976,20250206,1,101,10415,25,2232.22,2419
900977,20250206,5,104,6675,73,6699.18,11081
900978,20250331,2,102,9371,55,4448.06,5946
900979,20250228,4,102,7712,149,13880.76,19353
900980,20250110,6,103,9251,57,4179.54,6174
900981,20250329,2,101,8122,69,3056.99,8523
900982,20250130,1,101,7117,20,1792.9,2831
900983,20250203,4,103,10259,119,13437.35,11695
900984,20250322,3,101,9025,134,13276.18,14955
900985,20250317,2,104,6218,34,2160.16,5585
900986,20250326,1,102,5906,28,1286.81,4796
900987,20250126,5,103,5847,64,5190.9,11021
900988,20250224,6,103,9180,30,2228.42,3332
900989,20250115,4,101,7329,74,3912.7,10131
900990,20250311,2,103,7178,29,1926.91,4046
900991,20250129,2,104,5536,23,1202.81,4327
900992,20250324,3,101,8285,56,5706.0,6833
900993,20250120,3,101,7934,111,11454.38,14037
900994,20250204,5,101,8866,49,5033.4,5597
900995,20250119,6,101,8207,59,3398.22,7304
900996,20250110,5,104,6012,55,2499.98,9264
900997,20250108,1,101,11276,29,2124.96,2652
900998,20250122,1,103,11798,43,2036.29,3652
900999,20250209,5,104,6624,44,4094.94,6747
901000,20250318,6,102,8424,50,3174.3,5955
901001,20250314,5,102,11691,103,12332.24,8890
901002,20250206,6,103,3144,12,1122.18,3939
901003,20250226,6,103,10301,51,5730.35,4968
901004,20250116,4,104,6994,60,5676.25,8653
901005,20250301,6,102,8258,50,5663.73,6124
901006,20250330,3,102,4857,59,3571.11,12322
901007,20250208,6,102,7633,24,2709.76,3202
901008,20250331,6,102,9143,65,6774.65,7213
901009,20250221,6,102,10300,71,3089.08,6987
901010,20250204,1,101,6154,20,1622.23,3312
901011,20250306,3,103,4572,39,4591.48,8742
901012,20250311,3,101,11814,174,7062.04,14736
901013,20250305,5,102,4072,27,2527.92,6726
901014,20250226,4,104,6492,124,9168.16,19229
901015,20250111,6,104,4702,22,1826.45,4684
901016,20250318,2,102,10130,46,4588.56,4590
901017,20250106,4,102,5519,46,3529.95,8389
901018,20250225,4,104,8434,72,3384.12,8620
901019,20250211,3,101,3889,34,3520.26,8916
901020,20250319,4,101,4154,72,7612.53,17420
901021,20250202,6,102,7237,45,3196.92,6339
901022,20250104,6,101,9626,63,4114.68,6547
901023,20250112,1,104,9381,44,2176.44,4757
901024,20250130,6,101,3096,10,1004.77,3518
901025,20250328,6,102,3745,13,892.01,3594
901026,20250315,3,104,11238,86,5434.08,7738
901027,20250317,6,101,7937,63,2955.99,7968
901028,20250103,1,103,10170,36,2577.93,3562
901029,20250328,2,104,3504,27,1417.66,7882
901030,20250204,3,104,6602,54,5385.98,8234
901031,20250315,2,103,11941,76,8877.62,6416
901032,20250106,3,103,5360,58,5462.62,10883
901033,20250123,5,104,9113,46,3876.97,5091
901034,20250302,4,103,5316,53,2297.12,10019
901035,20250308,5,102,9456,88,7374.58,9400
901036,20250325,6,102,4394,24,1363.3,5496
901037,20250226,2,102,8633,49,3577.61,5734
901038,20250205,6,104,11397,47,2485.19,4166
901039,20250124,4,103,6617,119,12706.8,18107
901040,20250316,3,103,6183,48,2616.41,7877
901041,20250225,4,101,3891,66,5075.48,16992
901042,20250323,1,101,4198,13,1218.55,3190
901043,20250304,4,103,7107,68,3793.95,9608
901044,20250112,1,103,10982,64,4253.96,5897
901045,20250302,4,103,5100,96,8874.03,18998
901046,20250214,1,104,4639,14,1253.86,3167
901047,20250222,2,103,6170,40,3154.76,6603
901048,20250212,6,101,8379,46,4391.93,5504
901049,20250211,6,104,5496,41,3499.31,7633
901050,20250327,5,103,8182,69,3690.89,8508
901051,20250114,6,101,8131,40,4114.11,5016
901052,20250121,3,104,10145,106,11364.13,10533
901053,20250212,4,103,5200,99,9765.14,19134
901054,20250222,5,103,10863,95,7184.72,8791
901055,20250330,3,103,8004,111,9338.85,13978
901056,20250305,3,104,5879,43,4615.77,7343
901057,20250206,1,101,5293,29,2409.59,5650
901058,20250326,6,101,7312,26,2553.04,3626
901059,20250221,2,102,3305,26,2353.78,8154
901060,20250312,2,103,9637,85,4846.77,8833
901061,20250105,5,102,3600,34,2068.88,9518
901062,20250228,2,102,11842,93,8585.08,7867
901063,20250112,4,101,5435,76,5426.39,13993
901064,20250210,2,104,7767,39,3009.87,5096
901065,20250202,5,104,11362,65,4663.28,5741
901066,20250211,2,101,11227,45,4185.64,4086
901067,20250115,4,104,5717,93,4764.36,16423
901068,20250221,1,102,5608,15,1279.63,2733
901069,20250307,5,103,5395,59,5815.06,11028
901070,20250101,1,101,8878,19,1092.61,2165
901071,20250326,1,103,10989,32,1440.92,2949
901072,20250311,1,104,9052,26,1129.04,2958
901073,20250301,3,103,6387,92,10360.86,14485
901074,20250222,6,104,8918,55,4266.57,6179
901075,20250107,3,104,10448,70,3023.47,6760
901076,20250125,6,102,8309,31,2985.27,3845
901077,20250308,1,104,11542,53,5637.7,4595
901078,20250216,5,102,7314,71,5931.91,9740
901079,20250321,6,102,5848,35,3230.29,6085
901080,20250305,4,102,8985,158,14578.17,17628
901081,20250322,4,101,4275,70,4208.88,16465
901082,20250226,2,101,6651,54,3913.24,8230
901083,20250107,6,104,8653,60,6204.76,6988
901084,20250127,5,102,3108,28,3095.76,9111
901085,20250204,3,101,10207,88,5139.13,8713
901086,20250312,1,102,11430,52,3248.17,4635
901087,20250117,2,103,5461,30,1577.66,5531
901088,20250206,4,103,4938,92,5375.35,18831
901089,20250226,3,103,8410,66,5182.41,7856
901090,20250331,3,104,10844,150,8528.45,13848
901091,20250304,1,102,5641,26,2773.4,4651
901092,20250116,6,103,3367,16,695.22,4996
901093,20250104,4,101,5639,57,5150.7,10207
901094,20250322,5,103,3642,35,1811.22,9688
901095,20250319,3,103,5725,58,6600.15,10231
901096,20250131,1,103,11464,67,4853.25,5924
901097,20250121,5,104,3305,36,3536.57,10894
901098,20250209,6,101,7644,28,1605.17,3702
901099,20250312,4,102,10723,170,9119.71,15891
901100,20250102,6,101,9730,77,3959.11,7922
901101,20250312,3,102,5979,85,5198.74,14369
901102,20250222,5,104,8614,75,6579.2,8714
901103,20250112,5,104,4127,28,1967.19,6882
901104,20250129,5,104,5166,30,1239.75,5889
901105,20250115,3,104,11564,164,15538.91,14263
901106,20250301,3,102,5450,41,2221.94,7577
901107,20250116,6,103,3639,26,2086.92,7353
901108,20250324,2,102,4925,23,1807.32,4763
901109,20250120,6,101,5135,40,3325.72,7943
901110,20250305,4,104,3019,57,5240.5,19117
901111,20250207,1,104,11553,43,2994.1,3723
901112,20250307,5,101,3711,39,3213.03,10715
901113,20250204,2,102,6759,53,5467.72,7949
901114,20250223,1,103,9246,31,2700.84,3435
901115,20250303,2,103,4600,34,1724.16,7485
901116,20250302,6,101,10817,53,5978.76,4904
901117,20250201,3,103,4373,46,4041.72,10641
901118,20250228,5,102,11908,99,6001.82,8347
901119,20250312,6,102,3089,9,776.15,3058
901120,20250119,1,101,4930,20,811.51,4128
901121,20250219,1,102,6365,30,3130.29,4817
901122,20250125,1,104,9698,33,1601.38,3483
901123,20250318,1,101,9980,46,3994.16,4668
901124,20250307,1,102,7281,40,3315.54,5501
901125,20250118,2,101,8990,56,6683.26,6257
901126,20250109,6,103,9511,44,3214.56,4668
901127,20250205,5,102,10904,70,4873.19,6464
901128,20250223,3,104,10925,110,13098.87,10157
901129,20250213,3,102,8641,108,10677.16,12522
901130,20250306,6,101,4951,24,1817.46,4882
901131,20250204,6,101,5650,21,1200.29,3821
901132,20250101,3,102,9562,110,11447.51,11544
901133,20250206,3,104,3852,33,2347.23,8633
901134,20250208,2,104,3086,14,1482.05,4746
901135,20250317,4,104,10727,191,14292.57,17834
901136,20250316,5,101,4049,28,1616.77,7155
901137,20250326,1,102,4311,19,817.39,4494
901138,20250304,4,103,9296,135,12030.83,14564
901139,20250120,6,101,11536,61,5912.64,5346
901140,20250227,3,104,3941,34,3101.59,8871
901141,20250310,4,102,10192,83,4659.34,8175
901142,20250303,5,104,11489,84,4668.7,7342
901143,20250214,6,103,11364,82,7861.83,7225
901144,20250212,1,104,5776,27,1157.89,4760
901145,20250312,1,104,6919,32,1280.74,4682
901146,20250311,5,103,5579,31,3712.11,5711
901147,20250218,5,102,9544,75,7017.97,7892
901148,20250228,3,101,9642,89,7246.33,9281
901149,20250211,1,102,4124,23,1085.91,5764
901150,20250125,6,103,7661,58,6565.64,7580
901151,20250331,4,104,8703,119,13930.5,13693
901152,20250131,6,102,7530,36,3186.33,4853
901153,20250315,2,101,6187,47,5375.72,7725
901154,20250219,2,103,3076,18,972.05,6138
901155,20250130,5,102,11294,66,5589.57,5872
901156,20250222,3,101,11243,121,8130.87,10821
901157,20250106,2,103,4917,40,4661.47,8204
901158,20250210,1,101,11813,62,6415.21,5330
901159,20250302,6,103,7098,47,5512.37,6627
901160,20250218,6,104,10923,54,5432.28,4992
901161,20250219,5,102,10517,111,8531.2,10583
