rejection_id,production_id,defect_id,rejected_qty,rework_qty,rejection_cost
500825,101019,1,11,4,1317.53
500826,100541,1,13,2,1271.1
500827,100758,1,11,2,1321.21
500828,102128,5,18,4,4848.82
500829,102180,7,18,1,7231.64
500830,100796,1,4,1,551.84
500831,102947,7,32,12,10932.57
500832,100137,2,2,0,303.11
500833,102231,1,13,2,1533.12
500834,101353,1,5,1,653.39
500835,102832,2,14,1,2024.38
500836,101875,4,22,3,5139.66
500837,100068,4,23,2,4360.43
500838,102593,1,5,1,592.68
500839,102100,1,19,2,2707.91
500840,101473,2,6,2,841.88
500841,100204,1,20,3,2585.0
500842,102173,1,3,1,381.58
500843,100042,1,13,5,1779.5
500844,101906,5,18,8,5339.58
500845,102158,6,11,4,3774.33
500846,100760,2,7,3,999.6
500847,102895,6,9,3,2501.99
500848,102142,1,12,4,1565.98
500849,101994,2,13,2,2152.33
500850,101935,1,10,2,1378.74
500851,100899,3,3,0,439.75
500852,100359,7,9,3,2606.21
500853,102947,3,12,3,2273.32
500854,101719,2,11,4,1927.81
500855,100280,3,22,10,4747.92
500856,101887,1,21,5,2768.74
500857,100666,6,9,2,2628.69
500858,100092,2,30,14,3777.2
500859,100671,2,13,2,2054.32
500860,101969,3,15,6,3102.39
500861,100060,3,22,4,3870.79
500862,102681,1,23,8,2974.18
500863,101028,3,22,4,4599.02
500864,101489,1,31,14,3044.43
500865,100603,4,21,6,5167.27
500866,100681,5,25,4,5962.76
500867,102581,5,24,4,5927.6
500868,101428,3,8,2,1235.85
500869,102885,2,10,4,1518.7
500870,102692,1,2,0,246.33
500871,102280,4,27,7,6635.03
500872,100523,1,23,5,2395.66
500873,102393,2,11,3,1372.12
500874,102593,1,7,2,964.6
500875,101968,1,18,7,2263.43
500876,101101,3,25,5,4033.49
500877,101753,1,11,4,1537.97
500878,101836,4,9,3,1697.35
500879,102841,1,22,10,2598.97
500880,102296,1,7,3,757.34
500881,102094,2,22,9,2977.03
500882,101144,1,25,9,2411.28
500883,102261,1,34,7,4577.16
500884,102286,4,19,8,4850.82
500885,101079,1,29,7,3727.23
500886,102397,5,33,6,7406.17
500887,100106,1,13,3,1523.64
500888,102878,1,28,12,3152.44
500889,100047,4,11,1,2504.77
500890,100336,1,33,9,4180.08
500891,101049,1,27,8,3141.9
500892,102851,2,26,2,3510.15
500893,101280,1,12,2,1638.9
500894,102055,5,24,10,5489.25
500895,100624,1,24,10,2747.17
500896,101890,4,30,6,6555.67
500897,101276,6,32,14,8590.87
500898,101715,2,8,3,1234.52
500899,102766,6,34,9,10505.23
500900,100302,2,22,8,3950.35
500901,100638,7,3,1,964.0
500902,100055,1,19,5,2715.89
500903,100725,3,34,6,6507.35
500904,100525,2,21,10,2865.85
500905,100473,2,19,6,2925.16
500906,100027,3,25,3,4834.44
500907,102125,4,9,2,2173.78
500908,100364,1,31,9,3048.98
500909,102713,1,11,4,1376.18
500910,100525,4,24,7,5273.09
500911,102746,3,12,2,2509.19
500912,101335,7,3,1,960.2
500913,100882,4,27,8,6650.09
500914,101030,7,34,6,12409.63
500915,101026,4,14,4,2898.06
500916,101646,1,26,11,3290.5
500917,100918,1,5,0,629.01
500918,102797,4,20,7,4712.87
500919,102410,3,19,4,3722.23
500920,101774,1,31,6,3956.86
500921,101531,2,20,5,3406.0
500922,102853,7,24,5,8830.91
500923,102786,2,17,7,2961.47
500924,101906,2,2,0,317.56
500925,101215,2,13,5,1800.97
500926,101654,1,25,3,2928.99
500927,100484,2,9,4,1392.97
500928,102075,2,19,6,3114.89
500929,100713,1,6,2,601.96
500930,101062,4,27,5,5453.18
500931,101976,2,31,8,5110.31
500932,101296,5,14,2,3167.73
500933,101254,5,20,9,4434.89
500934,102133,1,30,8,3656.75
500935,100125,3,4,1,855.79
500936,102859,2,27,10,4099.98
500937,100536,6,13,3,4545.04
500938,102192,1,3,1,407.59
500939,102072,3,12,4,1950.02
500940,101603,3,29,11,5897.95
500941,100066,1,19,5,2263.45
500942,100232,1,14,3,1885.96
500943,102156,3,23,4,4548.3
500944,101169,4,13,5,2675.49
500945,102158,1,3,1,304.58
500946,102275,3,8,2,1706.63
500947,100110,2,27,12,3468.03
500948,101493,4,27,3,7048.4
500949,102081,1,25,11,3432.17
500950,100622,6,13,6,4249.78
500951,102795,1,17,7,2431.63
500952,102642,2,24,10,4272.87
500953,102472,1,10,2,1346.2
500954,102660,1,33,6,3747.39
500955,101541,2,16,6,2679.05
500956,102739,1,14,3,1353.35
500957,101305,5,6,1,1582.82
500958,101761,1,12,4,1413.96
500959,101975,2,11,2,1764.07
500960,102362,1,14,6,1795.81
500961,100876,1,16,6,1984.94
500962,101989,1,8,3,1083.81
500963,101312,2,29,11,5116.11
500964,101460,2,33,14,4174.53
500965,102709,2,16,6,2144.47
500966,102324,2,22,7,2673.03
500967,101733,3,7,1,1453.65
500968,101605,1,2,0,245.9
500969,101526,2,5,2,874.58
500970,102671,7,12,3,3731.9
500971,102563,2,27,3,3342.41
500972,102890,3,24,8,4879.62
500973,102397,1,30,3,4189.52
500974,101630,4,22,10,4457.04
500975,102870,4,28,13,5934.04
500976,101160,2,14,2,1797.41
500977,100758,7,24,8,9899.44
500978,102946,1,17,2,1880.36
500979,100242,1,31,12,3709.03
500980,102590,4,5,1,922.76
500981,101063,5,17,6,5104.67
500982,100228,1,32,7,3280.38
500983,102595,1,26,4,3062.15
500984,100919,1,13,3,1666.38
500985,101246,1,27,3,3555.11
500986,100005,4,34,11,8814.35
500987,100467,2,29,3,4209.28
500988,101755,1,10,3,1316.29
500989,100074,2,13,5,1680.53
500990,100003,1,6,2,695.49
500991,101870,1,29,13,2921.84
500992,100645,3,6,2,1075.4
500993,100117,7,14,1,4719.91
500994,102928,5,15,2,4604.37
500995,101629,1,12,3,1170.84
500996,102551,6,5,2,1422.32
500997,102021,4,34,16,7310.6
500998,100946,4,8,0,2077.19
500999,102621,2,9,2,1541.94
501000,101464,2,11,2,1385.57
501001,100193,1,16,6,2062.6
501002,100846,1,16,5,1954.15
501003,102762,1,6,0,857.62
501004,101415,1,30,8,3396.49
501005,101458,2,20,7,2877.77
501006,102220,4,11,4,2119.73
501007,101668,2,13,1,1655.28
501008,102373,1,5,2,683.53
501009,101433,7,32,10,10997.13
501010,101141,7,19,8,7082.96
501011,102883,4,17,7,3951.99
501012,101810,8,26,4,11344.33
501013,100723,2,24,3,2910.75
501014,100224,7,13,5,5071.97
501015,100531,1,4,0,430.77
501016,100112,2,10,4,1275.55
501017,102187,1,19,7,2338.9
501018,100558,1,15,6,1489.4
501019,102048,1,5,1,663.64
501020,102137,3,30,6,4767.46
501021,100653,4,16,5,3120.06
501022,100319,3,29,3,5991.92
501023,101573,1,17,6,1900.1
501024,101828,5,13,5,2903.49
501025,101917,3,6,1,1253.03
501026,100138,2,2,0,240.34
501027,102892,3,33,5,6791.57
501028,102026,1,27,6,2779.52
501029,102306,1,18,8,1840.31
501030,100901,6,28,13,7562.2
501031,100689,1,25,7,2609.4
501032,102039,2,27,12,4310.91
501033,100009,6,24,7,5834.25
501034,100260,4,23,4,4078.08
501035,101942,1,5,1,669.6
501036,101673,1,10,4,1074.21
501037,102219,1,5,0,557.71
501038,102945,3,8,2,1252.37
501039,102060,2,24,7,2955.45
501040,101191,1,3,1,394.81
501041,101619,7,25,7,8841.3
501042,100320,2,32,6,5271.68
501043,101342,1,32,5,3803.51
501044,101636,2,25,8,4167.03
501045,102376,3,27,10,4885.73
501046,102832,1,17,5,1720.99
501047,102824,1,14,5,1682.58
501048,101994,5,16,2,4901.17
501049,102958,2,28,12,3432.85
501050,101943,2,5,1,834.97
501051,102038,2,17,2,2924.32
501052,101118,1,31,8,3751.92
501053,101604,1,31,13,3657.57
501054,102365,2,4,1,711.37
501055,100235,1,23,4,2275.15
501056,101969,1,23,8,2736.8
501057,100333,5,13,1,3246.99
501058,101908,8,22,2,9927.82
501059,100375,4,5,1,1095.72
501060,101160,5,32,12,9683.48
501061,102635,1,32,13,3184.88
501062,101570,7,24,5,6991.46
501063,102560,1,21,2,2629.16
501064,101319,7,16,4,4627.13
501065,102965,8,24,2,9172.86
501066,101855,4,29,3,6719.61
501067,101372,8,17,3,7278.11
501068,100872,3,22,6,3683.09
501069,101252,1,16,3,2299.87
501070,102317,2,18,5,2733.0
501071,101851,3,14,1,2473.35
501072,102845,1,20,3,2501.21
501073,101314,3,31,11,4685.37
501074,100724,8,19,2,8624.08
501075,102052,1,15,5,2054.01
501076,102898,4,21,2,4898.89
501077,100077,6,20,5,6645.51
501078,102621,7,8,1,3047.34
501079,100131,7,5,0,1550.52
501080,100600,2,3,0,441.28
501081,101772,7,6,2,1871.93
501082,101065,4,11,1,2264.09
501083,102136,1,33,8,3886.34
501084,102449,2,14,5,2029.43
501085,102343,4,6,1,1106.21
501086,101863,1,11,4,1281.33
501087,101318,3,11,1,2110.77
501088,100615,3,28,13,4786.59
501089,102847,1,22,5,2273.19
501090,102469,3,9,2,1894.09
501091,101888,4,2,0,363.82
501092,101046,2,29,9,4927.28
501093,100574,1,15,4,1507.13
501094,102190,1,22,8,2213.97
501095,100992,2,31,10,5094.16
501096,102712,6,22,3,7423.07
501097,102192,1,10,3,1227.06
501098,101248,3,18,2,3352.06
501099,100502,1,6,2,737.74
501100,101997,1,32,15,3578.34
501101,100820,5,20,5,4414.24
501102,102151,4,34,9,7041.97
501103,101970,1,14,1,1791.11
501104,100197,2,15,1,2475.26
501105,101669,1,34,15,4680.73
501106,102626,2,30,4,4897.91
501107,102438,3,11,3,2350.97
501108,101202,1,32,13,3994.23
501109,102601,1,7,3,790.15
501110,101471,2,2,0,309.35
501111,101646,6,8,2,2124.23
501112,101692,8,28,10,12497.29
501113,101312,1,22,10,2348.8
501114,102035,4,29,9,5380.17
501115,100477,2,17,5,2902.28
501116,101254,2,24,2,3409.29
501117,100922,4,21,2,5105.3
501118,100419,6,26,8,8031.19
501119,102204,7,29,13,11397.32
501120,102597,3,6,2,1229.11
501121,101120,2,22,10,3926.4
501122,100950,4,19,5,4712.41
501123,102336,1,7,2,878.16
501124,101277,3,30,13,5708.23
501125,102243,2,20,7,2431.5
501126,102645,3,34,8,7170.4
501127,101857,1,2,0,271.63
501128,100516,1,4,1,435.35
501129,101658,6,22,4,5756.3
501130,101865,1,4,1,518.92
501131,102912,2,26,4,3602.02
501132,101141,1,21,8,2358.54
501133,102853,1,22,7,2118.45
501134,101932,1,24,9,3306.08
501135,100814,1,7,1,862.28
501136,102275,5,14,6,3495.54
501137,101900,1,24,8,2467.44
501138,102263,7,10,2,3686.44
501139,102995,3,18,6,2631.73
501140,102062,2,3,0,494.3
501141,102094,3,20,4,3189.79
501142,102371,2,20,5,2903.8
501143,102891,4,8,3,1647.99
501144,100129,1,21,6,2389.01
501145,100094,2,10,3,1632.96
501146,102674,6,18,4,5997.96
501147,102802,7,28,5,10064.97
501148,101955,6,3,1,750.58
501149,100793,2,20,6,2463.13
501150,101834,4,18,8,3417.34
501151,102116,2,6,1,942.42
501152,101683,2,19,3,3048.32
501153,100010,1,8,3,872.49
501154,101865,3,18,6,3449.87
501155,102919,1,5,0,596.56
501156,102597,1,26,5,3047.67
501157,100711,5,6,2,1418.46
501158,102070,1,31,8,4099.36
501159,100814,1,13,4,1319.02
501160,100345,1,5,1,583.18
501161,102349,7,25,6,7991.36
501162,100362,2,30,14,4821.28
501163,102443,2,10,1,1491.98
501164,102265,5,5,1,1386.91
501165,102188,5,25,10,5318.09
501166,100984,1,15,2,1724.59
501167,101639,3,6,1,1122.91
501168,100827,4,19,6,3356.85
501169,102730,3,20,5,3314.04
501170,100355,1,13,3,1379.81
501171,101347,5,19,4,4223.18
501172,102935,2,18,6,2435.96
501173,101863,1,31,10,3464.25
501174,100126,2,25,9,3011.59
501175,100603,1,12,1,1582.28
501176,101928,1,24,8,2506.4
501177,101013,4,18,8,3770.25
501178,100050,1,2,0,259.55
501179,102826,2,16,6,2400.25
501180,101430,2,33,10,5610.04
501181,101792,1,10,4,1346.98
501182,102861,7,16,7,4641.45
501183,101636,1,29,5,3983.58
501184,101645,1,25,6,2450.76
501185,102467,1,23,5,2228.69
501186,101205,1,28,7,3926.04
501187,102872,1,20,3,2747.63
501188,101854,4,13,5,2946.67
501189,100566,7,21,2,7565.8
501190,102418,1,2,0,260.11
501191,100935,3,22,8,3829.63
501192,101934,4,2,0,372.27
501193,102708,5,11,5,2311.86
501194,101332,2,33,14,4603.04
501195,100201,1,23,6,3092.66
501196,102360,1,19,5,2387.73
501197,100116,4,33,6,8224.2
501198,100936,5,28,10,8502.37
501199,100574,1,29,4,2906.68
501200,102291,2,19,7,3242.71
501201,100536,6,30,13,8075.94
501202,101625,5,19,3,5115.61
501203,102122,8,9,4,3816.23
501204,100385,4,32,3,6746.48
501205,100474,2,8,3,1108.93
501206,100417,3,19,2,3200.45
501207,102394,3,10,3,1679.81
501208,102687,1,10,2,1040.7
501209,100938,2,9,3,1355.66
501210,100954,4,19,5,3534.65
501211,100875,1,6,0,722.87
501212,100762,4,15,4,3835.82
501213,101202,3,29,7,4905.5
501214,101205,7,31,11,11836.83
501215,100663,1,5,2,676.55
501216,100024,1,21,5,2837.56
501217,101990,3,26,5,4186.3
501218,101203,1,29,3,2987.85
501219,100709,4,13,4,2513.68
501220,101879,4,3,0,687.03
501221,101184,1,15,3,1987.36
501222,102224,2,23,3,3664.6
501223,100284,2,32,8,4180.12
501224,100062,2,24,11,3992.9
501225,101002,6,21,4,6285.17
501226,100661,5,5,1,1432.31
501227,102713,3,16,6,3179.38
501228,102203,4,25,9,5387.59
501229,101492,2,26,6,4561.68
501230,100966,6,2,0,615.48
501231,100848,3,8,3,1517.93
501232,101107,4,32,3,7390.65
501233,100688,5,13,3,3872.46
501234,100147,1,6,1,756.64
501235,100341,5,13,3,2908.09
501236,102523,1,19,5,1886.28
501237,101086,1,3,1,351.68
501238,101724,1,11,1,1215.89
501239,101383,7,16,4,5095.27
501240,102608,5,31,10,6629.1
501241,100326,4,18,5,3971.62
501242,101792,4,5,1,1016.58
501243,101759,3,8,2,1412.3
501244,100989,7,32,15,9214.87
501245,102262,2,7,2,1189.31
501246,102482,2,16,5,1993.66
501247,100951,1,15,6,2062.26
501248,100722,4,7,1,1758.86
501249,102079,4,33,4,7593.98
501250,102717,2,4,1,601.7
501251,102332,1,4,1,472.84
501252,100428,5,23,10,6109.92
501253,101500,1,23,11,3082.17
501254,100285,4,11,2,2803.21
501255,102065,7,4,1,1371.85
501256,100768,2,13,3,2191.66
501257,102637,1,30,6,3818.65
501258,101394,4,18,7,3677.3
501259,100193,5,8,3,2059.72
501260,102549,2,14,4,1806.72
501261,100987,7,3,0,865.99
501262,101136,1,5,1,504.84
501263,102161,2,11,2,1913.42
501264,101701,4,25,10,5155.56
501265,100946,5,18,2,5081.2
501266,100830,1,7,2,841.53
501267,101920,5,20,7,4518.92
501268,102972,3,6,2,971.03
501269,100054,2,33,9,4826.76
501270,100799,1,11,4,1288.01
501271,100777,5,10,3,2623.66
501272,101481,1,28,11,2901.35
501273,101901,1,14,3,1594.56
501274,102209,1,20,5,2191.58
501275,102134,5,22,7,5511.26
501276,100054,3,25,3,4209.06
501277,101823,4,5,1,1143.07
501278,101201,1,25,12,3347.07
501279,100832,3,4,0,762.42
501280,100312,3,5,1,743.73
501281,102806,5,32,7,6970.52
501282,101858,6,26,9,8356.54
501283,102007,1,14,1,1534.95
501284,102006,3,5,1,980.54
501285,102490,1,15,2,1912.73
501286,101790,2,14,1,2441.33
501287,100327,1,28,10,3861.69
501288,102808,1,7,1,784.01
501289,102626,2,18,8,2789.36
501290,101287,3,18,2,2775.29
501291,102143,1,3,0,338.37
501292,101111,4,14,2,3656.2
501293,101311,2,3,0,485.73
501294,102861,1,29,14,3329.61
501295,102538,4,27,12,6165.82
501296,100451,1,23,2,3243.55
501297,101523,2,4,1,554.3
501298,100164,3,13,4,2224.57
501299,100181,1,25,4,3349.99
501300,102516,1,6,0,810.2
501301,100909,2,21,9,3364.35
501302,102782,7,14,6,5544.76
501303,100822,3,13,6,2563.49
501304,100943,3,14,5,2706.9
501305,102001,3,11,4,2000.9
501306,102054,1,34,8,4318.31
501307,100329,2,17,2,2471.87
501308,100774,4,4,0,831.36
501309,102198,1,6,2,680.43
501310,100146,1,27,11,2825.62
501311,100914,1,12,5,1275.37
501312,101571,2,8,3,1414.88
501313,101308,8,11,4,4594.63
501314,102747,1,4,1,427.5
501315,100081,2,9,1,1154.29
501316,100513,1,32,12,3190.53
501317,101920,7,12,4,4778.64
501318,102862,1,8,1,806.84
501319,102756,2,3,1,498.76
501320,101939,4,7,3,1746.43
501321,100745,4,33,4,8374.21
501322,101409,2,21,2,2567.56
501323,100706,1,17,6,1906.8
501324,100470,2,26,8,4315.44
501325,100395,1,13,6,1329.77
501326,101555,1,8,1,912.66
501327,102308,2,18,2,2335.23
501328,100804,1,12,2,1630.85
501329,100933,1,7,0,931.09
501330,101279,3,24,2,4854.03
501331,101757,7,28,13,8488.91
501332,100904,3,7,1,1228.59
501333,101076,1,3,0,347.16
501334,102987,1,23,2,2954.7
501335,101890,7,21,4,6578.34
501336,101523,1,26,10,3050.36
501337,102901,1,16,5,1754.82
501338,101387,3,30,12,5936.84
501339,101303,3,9,2,1586.91
501340,100592,3,34,7,6203.26
501341,102761,1,23,6,2549.65
501342,102679,1,6,1,808.88
501343,102106,7,19,8,6567.58
501344,100127,1,31,6,4218.65
501345,100735,3,32,11,5455.51
501346,102768,4,11,1,2852.82
501347,102573,3,16,5,3438.07
501348,100520,1,19,8,2245.05
501349,102599,1,24,8,2628.6
501350,100236,3,34,11,5830.82
501351,101304,5,17,8,4468.55
501352,101781,7,29,10,12043.05
501353,101301,1,3,0,405.63
501354,102541,1,31,6,4168.27
501355,102051,7,14,5,4191.26
501356,102713,4,17,6,3366.0
501357,100441,6,6,1,1901.65
501358,102076,1,29,6,4000.77
501359,102657,3,21,10,3862.47
501360,100804,4,25,3,4625.7
501361,100074,3,28,7,5737.32
501362,102885,2,31,3,5303.17
501363,102175,1,28,11,3071.12
501364,102089,3,27,3,5371.5
501365,101379,1,8,2,872.75
501366,100040,2,6,0,1045.91
501367,102981,7,24,8,7215.09
501368,102081,2,29,12,4241.2
501369,101700,5,16,4,4902.83
501370,101401,1,33,10,3519.71
501371,100587,3,27,7,4764.99
501372,101622,7,32,7,10526.14
501373,100341,1,20,8,1945.6
501374,102074,1,10,2,985.56
501375,100645,2,30,11,4503.61
501376,100730,1,5,0,536.59
501377,100167,4,4,0,1054.07
501378,100609,6,30,7,8549.69
501379,102315,2,12,4,1460.3
501380,101772,1,34,9,4783.11
501381,102040,2,12,4,2044.21
501382,102868,4,28,5,6529.5
501383,100454,1,34,3,4555.53
501384,102953,3,22,9,3385.96
501385,101708,3,32,13,5268.97
501386,102969,3,3,0,611.23
501387,100701,1,28,9,3623.52
501388,102681,4,12,3,2258.57
501389,101599,1,19,7,2467.45
501390,100129,1,2,0,235.07
501391,101845,5,32,14,6673.48
501392,101386,4,29,11,5306.18
501393,102866,1,2,0,216.57
501394,100692,1,26,11,3538.03
501395,101394,1,21,6,2569.19
501396,100793,1,4,0,523.63
501397,100028,1,3,0,364.0
501398,100148,1,19,9,1925.4
501399,101319,2,11,5,1510.15
501400,102058,4,6,0,1215.01
501401,102723,3,10,3,1474.38
501402,101136,3,3,1,522.68
501403,100186,1,32,6,4291.43
501404,102854,7,11,3,3783.95
501405,102791,5,13,4,2853.88
501406,101250,5,22,6,6646.98
501407,101333,5,7,1,1890.43
501408,100097,6,4,1,967.89
501409,100054,2,11,5,1660.15
501410,102670,1,6,2,645.68
501411,102711,3,27,11,4167.11
501412,100757,4,22,5,4703.01
501413,100405,4,27,4,6212.79
501414,102116,2,27,9,3629.71
501415,101312,1,9,2,1043.96
501416,101785,2,6,2,959.17
501417,100750,6,16,2,4004.38
501418,101762,3,17,4,3640.98
501419,100364,2,2,0,248.12
501420,102026,1,17,8,2061.26
501421,100481,2,4,0,601.76
501422,102248,6,32,3,11475.19
501423,100153,3,14,2,2574.59
501424,101524,4,17,7,3576.12
501425,102120,2,22,4,3260.58
501426,102760,3,3,0,569.3
501427,102343,1,28,4,4006.52
501428,101040,4,27,10,5354.67
501429,101664,2,26,3,3145.34
501430,101240,2,12,2,2007.73
501431,100060,3,9,1,1519.43
501432,100938,6,9,2,2951.58
501433,101639,1,34,13,4289.32
501434,102089,5,8,2,2305.89
501435,100024,1,22,10,2888.36
501436,101062,2,9,4,1259.56
501437,100130,1,22,5,2158.82
501438,101252,1,21,8,2566.38
501439,100107,2,9,3,1519.29
501440,100171,1,32,14,3340.94
501441,101458,2,30,8,5002.46
501442,100101,6,10,3,2957.55
501443,102913,1,16,4,2070.06
501444,102571,4,31,13,7179.38
501445,102322,2,27,5,4554.63
501446,101636,3,11,2,1633.98
501447,102864,1,30,7,3997.71
501448,101040,1,17,3,2005.47
501449,100329,1,21,6,2311.79
501450,101520,1,23,3,2256.36
501451,100011,1,8,1,844.6
501452,101341,3,24,11,3528.41
501453,100215,6,30,7,10560.14
501454,100338,5,17,6,4447.2
501455,101799,3,29,4,6241.29
501456,102708,1,32,6,3906.1
501457,101750,1,15,6,1622.39
501458,101508,1,34,13,4493.37
501459,102421,1,10,2,1051.73
501460,100709,2,28,13,3959.72
501461,101223,2,25,11,4171.26
501462,102513,2,14,6,2407.27
501463,101112,2,27,7,3777.72
501464,101291,5,30,5,6628.36
501465,100488,4,29,10,6043.18
501466,101561,1,29,10,4022.17
501467,100046,6,9,1,2962.77
501468,100777,7,24,9,9725.98
501469,101039,1,30,3,3436.77
501470,100710,2,6,1,1070.54
501471,100400,2,8,1,1198.18
501472,101817,7,28,11,9790.29
501473,100249,5,3,0,912.38
501474,100390,1,26,11,3144.06
501475,100334,2,10,3,1680.69
501476,100628,3,28,11,5497.8
501477,100136,2,2,0,249.47
501478,102930,1,24,8,2998.03
501479,102735,5,11,5,3228.76
501480,101521,3,26,2,4765.13
501481,100826,5,4,0,965.62
501482,100726,5,7,1,1514.29
501483,101500,4,7,1,1639.13
501484,102641,2,3,1,415.17
501485,100989,3,19,2,3560.39
501486,102419,1,24,7,2794.89
501487,100934,3,3,0,580.99
501488,100401,1,13,4,1467.37
501489,101466,3,23,6,3382.14
501490,100614,1,21,8,2893.0
501491,101296,1,25,3,2823.07
501492,101182,1,21,4,3022.14
501493,102667,1,2,0,218.36
501494,102235,4,2,0,524.48
501495,101121,4,18,4,4669.48
501496,100130,2,2,0,249.0
501497,102852,1,31,8,3924.62
501498,101194,1,4,1,453.76
501499,102983,1,12,1,1613.43
501500,100182,1,25,8,3215.29
501501,100363,6,23,8,8149.7
501502,100038,1,27,3,2777.04
501503,102544,2,14,3,2190.36
501504,101372,1,2,0,267.01
501505,100920,1,25,6,2441.76
501506,102769,2,11,2,1364.37
501507,100015,3,25,9,5001.33
501508,100492,1,29,5,3293.93
501509,101449,1,17,7,1944.41
501510,101131,2,17,2,2618.59
501511,102941,1,18,6,2250.8
501512,100310,1,16,4,2057.52
501513,100738,7,17,7,7018.2
501514,100545,3,16,2,2732.56
501515,102461,3,12,4,2387.3
501516,100250,2,2,0,308.87
501517,100758,2,16,4,2428.28
501518,101804,2,27,8,3884.82
501519,101297,3,5,1,953.84
501520,101631,4,6,2,1187.79
501521,101914,1,14,1,1420.24
501522,100813,2,11,1,1805.55
501523,100028,2,12,5,1799.31
501524,100957,5,19,2,4716.69
501525,102032,3,24,11,4426.57
501526,100476,2,8,2,1085.65
501527,100317,1,4,1,433.98
501528,100244,3,13,2,2289.71
501529,100747,1,8,1,1150.6
501530,100696,1,27,9,2962.11
501531,100271,1,34,15,4759.69
501532,101771,3,16,7,2869.86
501533,101262,1,3,0,305.66
501534,102424,2,8,1,1369.36
501535,100265,6,33,4,9710.09
501536,102973,1,5,2,695.68
501537,100920,2,21,4,3080.84
501538,100339,2,33,3,4133.83
501539,100388,1,29,5,3733.25
501540,102624,4,14,3,3505.68
501541,102050,1,2,0,222.68
501542,101165,2,31,9,4366.21
501543,100375,3,26,4,3865.57
501544,102033,3,17,3,3111.62
501545,102371,3,20,4,4163.52
501546,100145,1,2,0,273.73
501547,101981,1,6,0,781.0
501548,100292,4,23,8,5924.9
501549,100431,2,25,3,3956.55
501550,100704,5,5,0,1452.72
501551,102996,5,19,4,4957.3
501552,101998,5,17,6,3750.57
501553,102632,2,19,6,2509.12
501554,100398,1,23,8,2361.32
501555,102864,4,3,0,736.66
501556,100963,2,22,8,2674.69
501557,102234,1,30,3,3677.79
501558,102041,5,27,12,6651.9
501559,101828,6,22,3,7401.67
501560,102108,2,18,4,2755.78
501561,100938,1,17,6,2131.35
501562,100709,2,32,8,4005.53
501563,100806,5,10,4,2401.66
501564,101463,6,32,9,11518.44
501565,101325,1,15,6,1957.59
501566,100010,1,3,1,363.7
501567,101085,5,15,7,4319.9
501568,101868,2,34,16,5759.61
501569,102273,2,21,9,2612.93
501570,102611,7,3,1,1248.4
501571,100771,1,20,4,2536.65
501572,101594,3,19,2,3351.57
501573,101607,1,17,6,2186.97
501574,101333,2,5,2,703.35
501575,100884,5,13,5,3891.0
501576,101389,2,30,14,5004.47
501577,100225,8,8,3,3547.88
501578,100824,3,15,2,2356.52
501579,102265,1,13,2,1850.95
501580,100936,1,6,1,700.59
501581,102800,2,18,3,3143.57
501582,102553,2,33,10,4069.72
501583,102306,1,11,5,1121.56
501584,101911,2,18,7,2325.26
501585,101796,2,6,1,779.28
501586,100053,4,10,1,2043.94
501587,100726,3,34,7,6632.45
501588,102736,4,19,5,3922.55
501589,101544,1,10,2,1411.63
501590,101043,1,30,4,4168.69
501591,101913,3,15,4,3073.61
501592,101776,2,26,5,3510.94
501593,101596,1,16,7,2023.72
501594,101914,5,7,0,1857.01
501595,102466,4,30,3,5610.45
501596,102737,2,16,1,2210.71
501597,100849,1,30,6,3648.21
501598,102109,4,5,1,1101.13
501599,102263,3,19,7,2966.69
501600,100002,4,17,4,4400.64
501601,100159,4,12,4,2274.83
501602,100780,5,15,3,4147.62
501603,100892,2,4,1,652.95
501604,102030,1,19,2,2375.89
501605,102376,3,21,5,4297.91
501606,100579,3,26,10,4799.09
501607,101933,4,14,5,3480.69
501608,101380,1,5,1,486.81
501609,101290,1,15,2,1472.73
501610,101640,6,34,6,10777.13
501611,100951,4,29,14,6575.92
501612,102682,6,9,1,2863.22
501613,100987,4,6,1,1460.95
501614,101218,3,6,0,1043.97
501615,100920,3,32,7,6080.24
501616,102785,6,10,1,2997.65
501617,101355,3,33,9,6242.14
501618,100169,3,34,9,5605.12
501619,100520,1,4,1,567.68
501620,101486,2,31,3,4618.28
501621,100039,4,13,2,3208.56
501622,101560,1,30,10,3866.39
501623,101418,1,4,1,441.11
501624,100954,1,27,7,2686.57
501625,100983,1,31,13,3065.15
501626,100974,1,10,1,1171.01
501627,100037,2,27,11,4024.49
501628,102375,6,3,0,793.45
501629,101274,2,4,0,625.6
501630,101199,1,5,2,555.02
501631,101625,1,26,9,3392.52
501632,100913,3,14,2,2756.07
501633,100453,2,24,2,4119.52
501634,100036,5,10,1,3094.39
501635,101711,3,3,1,460.25
501636,100795,4,32,5,6675.44
501637,100972,1,3,0,368.88
501638,100592,3,33,3,5510.22
501639,101137,1,19,7,2249.42
501640,101324,6,14,5,3809.35
501641,102271,3,6,2,971.1
501642,100317,1,11,1,1107.12
501643,102396,1,26,11,2858.18
501644,102162,1,31,11,3547.61
501645,102745,3,8,3,1506.46
501646,101346,1,7,1,755.42
501647,101591,3,4,1,825.21
501648,101889,1,14,5,1451.32
501649,102087,3,4,0,670.3
501650,101996,5,27,8,7238.15
501651,101772,4,25,10,5087.97
501652,101312,4,7,3,1702.08
501653,101285,1,13,6,1558.92
